"","sampleID","uid","namedLocation","domainID","siteID","plotID","collectDate","sampleCode","kclSampleID","kclSampleCode","sampleCondition","ammoniumNAnalysisDate","kclAmmoniumNConc","ammoniumNRepNum","ammoniumNQF","ammoniumNRemarks","nitrateNitriteNAnalysisDate","kclNitrateNitriteNConc","nitrateNitriteNRepNum","nitrateNitriteNQF","nitrateNitriteNRemarks","laboratoryName","ammoniumNMethod","ammoniumNInstrument","ammoniumNAnalyzedBy","ammoniumNReviewedBy","nitrateNitriteNMethod","nitrateNitriteNInstrument","nitrateNitriteNAnalyzedBy","nitrateNitriteNReviewedBy","dataQF","publicationDate","release","soilFreshMass","kclVolume"
"82","DCFS_067-M-32-25.5-20191029","7123e8e6-13ec-4bf4-8796-9cf675adab10","DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067",2019-10-29 18:26:00,"A00000139067","DCFS_067-M-32-25.5-20191029-KCL","B00000000103","ok",2020-02-06,0.102,1,"OK",NA,2020-02-06,0.159,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T051104Z","RELEASE-2021",10.05,100
"83","DCFS_067-M-4-22-20191007","07b47e2c-67af-45a3-beac-a40fd26c7e84","DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067",2019-10-07 19:13:00,"A00000084666","DCFS_067-M-4-22-20191007-KCL","B00000050685","ok",2020-02-06,0.3,1,"OK",NA,2020-02-06,0.141,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T051104Z","RELEASE-2021",10.19,100
"84","DCFS_067-M-4-22-20191029","59ca4415-4c85-4174-8a53-a388d00c5cea","DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067",2019-10-29 18:30:00,"A00000139066","DCFS_067-M-4-22-20191029-KCL","B00000050770","ok",2020-02-06,0.132,2,"OK",NA,2020-02-06,0.127,2,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T051104Z","RELEASE-2021",10,100
"85","DCFS_067-M-4-22-20191029","11452a2c-16d1-407b-96a0-429347eb346a","DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067",2019-10-29 18:30:00,"A00000139066","DCFS_067-M-4-22-20191029-KCL","B00000050770","ok",2020-02-06,0.13,1,"OK",NA,2020-02-06,0.125,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T051104Z","RELEASE-2021",10,100
"86","DCFS_067-M-8.5-3-20190724","97f978bd-ad85-42bd-af00-270e63333254","DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067",2019-07-24 16:42:00,"A00000084636","DCFS_067-M-8.5-3-20190724-KCL","B00000000333","ok",2019-09-12,0.342,1,"OK",NA,2019-09-12,0.113,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T052359Z","RELEASE-2021",10.02,100
"87","DCFS_067-M-8.5-3-20190724","abf9f3b8-fcc2-4f23-86a9-209dfbeb2c1c","DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067",2019-07-24 16:42:00,"A00000084636","DCFS_067-M-8.5-3-20190724-KCL","B00000000333","ok",2019-09-12,0.339,2,"OK",NA,2019-09-12,0.101,2,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T052359Z","RELEASE-2021",10.02,100
"88","DCFS_067-M-8.5-3-20190814","9e4d7b13-7a64-46ca-89eb-476cc97de47f","DCFS_067.basePlot.bgc","D09","DCFS","DCFS_067",2019-08-14 15:00:00,"A00000086024","DCFS_067-M-8.5-3-20190814-KCL","B00000050649","ok",2019-09-12,0.342,1,"OK",NA,2019-09-12,0.213,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T050959Z","RELEASE-2021",9.96,100
"89","DELA_037-M-17-3-20190626","8147ecd5-4593-49b2-8834-836a73504b7f","DELA_037.basePlot.bgc","D08","DELA","DELA_037",2019-06-26 15:17:00,"A00000084418","DELA_037-M-17-3-20190626-KCL","B00000005025","ok",2019-08-27,0.126,1,"OK",NA,2019-08-27,0.154,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.06,100
"90","DELA_037-M-17-3-20190715","f220cbb1-ca2f-45d2-a428-8b15c6e0541c","DELA_037.basePlot.bgc","D08","DELA","DELA_037",2019-07-15 17:13:00,NA,"DELA_037-M-17-3-20190715-KCL","B00000055708","ok",2019-08-27,0.11,1,"OK",NA,2019-08-27,0.064,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",9.84,100
"91","DELA_037-M-28.5-39.5-20190603","35bd1db8-08e7-4ec6-83a7-92929825595d","DELA_037.basePlot.bgc","D08","DELA","DELA_037",2019-06-03 14:19:00,"A00000048108","DELA_037-M-28.5-39.5-20190603-KCL","B00000004921","ok",2019-07-23,0.4,1,"OK",NA,2019-07-23,0.069,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.5,100
"92","DELA_037-M-34.5-29-20190626","4b500e1e-1165-4ca7-a2cf-9ded2c43871c","DELA_037.basePlot.bgc","D08","DELA","DELA_037",2019-06-26 14:49:00,"A00000084420","DELA_037-M-34.5-29-20190626-KCL","B00000005027","ok",2019-08-27,0.152,1,"OK",NA,2019-08-27,0.08,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",9.97,100
"93","DELA_037-M-34.5-29-20190715","befb5b6c-59a7-429d-9b8b-0468f518a4e7","DELA_037.basePlot.bgc","D08","DELA","DELA_037",2019-07-15 17:04:00,NA,"DELA_037-M-34.5-29-20190715-KCL","B00000055709","ok",2019-08-27,0.123,1,"OK",NA,2019-08-27,0.225,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",10.02,100
"94","DELA_037-M-9.5-23-20190626","13e5842f-9917-4821-9529-a664d37689aa","DELA_037.basePlot.bgc","D08","DELA","DELA_037",2019-06-26 14:55:00,"A00000084415","DELA_037-M-9.5-23-20190626-KCL","B00000005026","ok",2019-08-27,0.115,1,"OK",NA,2019-08-27,0.149,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.21,100
"95","DELA_037-M-9.5-23-20190715","6b4780a5-003b-42d1-82f7-35d51117618f","DELA_037.basePlot.bgc","D08","DELA","DELA_037",2019-07-15 17:22:00,NA,"DELA_037-M-9.5-23-20190715-KCL","B00000055710","ok",2019-08-27,0.926,1,"OK",NA,2019-08-27,0.058,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",10.18,100
"96","DELA_038-M-24.5-36.5-20190626","33c08afd-a13f-4234-8095-280e898b6151","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-06-26 13:03:00,"A00000084413","DELA_038-M-24.5-36.5-20190626-KCL","B00000005022","ok",2019-08-27,0.165,1,"OK",NA,2019-08-27,0.192,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.1,100
"97","DELA_038-M-24.5-36.5-20190626","331655e6-8dab-4ffe-929f-5b511462e858","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-06-26 13:03:00,"A00000084413","DELA_038-M-24.5-36.5-20190626-KCL","B00000005022","ok",2019-08-27,0.166,2,"OK",NA,2019-08-27,0.193,2,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.1,100
"98","DELA_038-M-24.5-36.5-20190715","380c0775-812d-402c-bd85-5bff68542bb2","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-07-15 15:40:00,NA,"DELA_038-M-24.5-36.5-20190715-KCL","B00000055712","ok",2019-08-27,0.134,1,"OK",NA,2019-08-27,0.304,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",10.01,100
"99","DELA_038-M-32.5-11.5-20190626","607ac824-09d8-401d-8e55-9784b384fd6a","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-06-26 12:40:00,"A00000084412","DELA_038-M-32.5-11.5-20190626-KCL","B00000005024","ok",2019-08-27,0.116,1,"OK",NA,2019-08-27,0.176,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.22,100
"100","DELA_038-M-32.5-11.5-20190715","74fd3afc-279a-4244-b58c-56686eeb7655","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-07-15 15:33:00,NA,"DELA_038-M-32.5-11.5-20190715-KCL","B00000055716","ok",2019-08-27,0.154,1,"OK",NA,2019-08-27,0.42,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",10.3,100
"101","DELA_038-M-34-8-20190603","8cc7427f-0364-4c5f-99d2-9dc12bbdd460","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-06-03 13:48:00,"A00000082220","DELA_038-M-34-8-20190603-KCL","B00000004918","ok",2019-07-23,0.332,1,"OK",NA,2019-07-23,0.056,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",9.93,100
"102","DELA_038-M-35-28-20190603","2d60b19e-c68d-4e12-95b4-0627963e00a5","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-06-03 13:52:00,"A00000082190","DELA_038-M-35-28-20190603-KCL","B00000004917","ok",2019-07-23,0.318,1,"OK",NA,2019-07-23,0.067,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",9.95,100
"103","DELA_038-M-4-24-20190626","be19be5e-ee7e-4c2a-8809-836b034768ab","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-06-26 13:19:00,"A00000084416","DELA_038-M-4-24-20190626-KCL","B00000005023","ok",2019-08-27,0.081,1,"OK",NA,2019-08-27,0.21,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.04,100
"104","DELA_038-M-4-24-20190715","049c8c55-1248-4be6-89a4-86ddba3eb7d8","DELA_038.basePlot.bgc","D08","DELA","DELA_038",2019-07-15 15:28:00,NA,"DELA_038-M-4-24-20190715-KCL","B00000055711","ok",2019-08-27,0.078,1,"OK",NA,2019-08-27,0.226,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",10,100
"105","DELA_040-M-11-4-20190626","be6e0c77-d9af-4458-b922-5e6e7a08ed2a","DELA_040.basePlot.bgc","D08","DELA","DELA_040",2019-06-26 15:12:00,"A00000084405","DELA_040-M-11-4-20190626-KCL","B00000005021","ok",2019-08-27,0.1,1,"OK",NA,2019-08-27,0.074,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.13,100
"106","DELA_040-M-11-4-20190715","7005c10f-1b37-4c20-b3d9-bd5c5836d608","DELA_040.basePlot.bgc","D08","DELA","DELA_040",2019-07-15 13:11:00,NA,"DELA_040-M-11-4-20190715-KCL","B00000055713","ok",2019-08-27,0.304,1,"OK",NA,2019-08-27,0.21,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",10.14,100
"107","DELA_040-M-32-36.5-20190626","42048081-e801-494e-a8b4-969e7adf4919","DELA_040.basePlot.bgc","D08","DELA","DELA_040",2019-06-26 15:30:00,"A00000084406","DELA_040-M-32-36.5-20190626-KCL","B00000005019","ok",2019-08-27,0.084,1,"OK",NA,2019-08-27,0.059,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10,100
"108","DELA_040-M-32-36.5-20190715","118404c6-f6cf-437e-a6c0-3cf9281bbf61","DELA_040.basePlot.bgc","D08","DELA","DELA_040",2019-07-15 13:26:00,NA,"DELA_040-M-32-36.5-20190715-KCL","B00000055715","ok",2019-08-27,0.043,1,"OK",NA,2019-08-27,0.24,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",9.78,100
"109","DELA_040-M-9.5-36-20190626","49be794e-73b9-4a82-9d53-380892e29096","DELA_040.basePlot.bgc","D08","DELA","DELA_040",2019-06-26 15:53:00,"A00000084407","DELA_040-M-9.5-36-20190626-KCL","B00000005020","ok",2019-08-27,0.1,1,"OK",NA,2019-08-27,0.056,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.13,100
"110","DELA_040-M-9.5-36-20190715","e04d18e1-5d6d-42b4-ae53-db84c73d5ab9","DELA_040.basePlot.bgc","D08","DELA","DELA_040",2019-07-15 13:18:00,NA,"DELA_040-M-9.5-36-20190715-KCL","B00000055714","ok",2019-08-27,0.045,1,"OK",NA,2019-08-27,0.273,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",9.85,100
"111","DELA_041-M-34-8-20190626","7e88c8dd-a3ae-49d2-b9e3-ffeaad6d471d","DELA_041.basePlot.bgc","D08","DELA","DELA_041",2019-06-26 14:08:00,"A00000084417","DELA_041-M-34-8-20190626-KCL","B00000005016","ok",2019-08-27,0.101,1,"OK",NA,2019-08-27,0.067,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.04,100
"112","DELA_041-M-34-8-20190626","47053d29-3b1c-4675-8611-498b6a7d5ec3","DELA_041.basePlot.bgc","D08","DELA","DELA_041",2019-06-26 14:08:00,"A00000084417","DELA_041-M-34-8-20190626-KCL","B00000005016","ok",2019-08-27,0.11,2,"OK",NA,2019-08-27,0.063,2,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.04,100
"113","DELA_041-M-34-8-20190715","6d89697f-1dba-4cd5-afdc-c8978d870bd8","DELA_041.basePlot.bgc","D08","DELA","DELA_041",2019-07-15 14:44:00,NA,"DELA_041-M-34-8-20190715-KCL","B00000055718","ok",2019-08-27,0.033,1,"OK",NA,2019-08-27,0.11,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",9.98,100
"114","DELA_041-M-35-28-20190626","6ca8886a-0460-42b4-b3bc-c0a5913894fe","DELA_041.basePlot.bgc","D08","DELA","DELA_041",2019-06-26 14:18:00,"A00000082909","DELA_041-M-35-28-20190626-KCL","B00000005018","ok",2019-08-27,0.092,1,"OK",NA,2019-08-27,0.11,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.05,100
"115","DELA_041-M-35-28-20190715","c8da9519-6d7d-4ab2-be44-ba0935f4844c","DELA_041.basePlot.bgc","D08","DELA","DELA_041",2019-07-15 14:33:00,NA,"DELA_041-M-35-28-20190715-KCL","B00000055719","ok",2019-08-27,0.038,1,"OK",NA,2019-08-27,0.194,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",9.84,100
"116","DELA_041-M-4-24-20190626","1579d0ed-179d-471b-90c2-968187e8d953","DELA_041.basePlot.bgc","D08","DELA","DELA_041",2019-06-26 13:47:00,"A00000084414","DELA_041-M-4-24-20190626-KCL","B00000005017","ok",2019-08-27,0.123,1,"OK",NA,2019-08-27,0.068,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T082036Z","RELEASE-2021",10.01,100
"117","DELA_041-M-4-24-20190715","a5de4809-b83d-46c0-9ca2-b01f3e39530c","DELA_041.basePlot.bgc","D08","DELA","DELA_041",2019-07-15 14:26:00,NA,"DELA_041-M-4-24-20190715-KCL","B00000055717","ok",2019-08-27,0.12,1,"OK",NA,2019-08-27,0.13,1,"OK",NA,"University of Florida Wetland Biogeochemistry Laboratory","WBL-AN-020","Bran+Luebbe AutoAnalyzer II","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==","WBL-AN-008","Bran+Luebbe AutoAnalyzer 3","/RBmT99ty+tXsqfXzuuuWg==","8kr+qfmeu1FQ7vvHWE7F/A==",NA,"20201218T065250Z","RELEASE-2021",10.01,100
